state,county,biden_party,trump_party,biden_total_votes,trump_total_votes,biden_won,trump_won,biden_percent,trump_percent
Kansas,Atchison County,DEM,REP,2314,4826,FALSE,TRUE,0.32408963585434175,0.6759103641456583
Kansas,Barber County,DEM,REP,284,1992,FALSE,TRUE,0.12478031634446397,0.875219683655536
Kansas,Barton County,DEM,REP,2302,8480,FALSE,TRUE,0.21350398812836208,0.786496011871638
Kansas,Bourbon County,DEM,REP,1505,4910,FALSE,TRUE,0.23460639127045985,0.7653936087295401
Kansas,Brown County,DEM,REP,1088,3206,FALSE,TRUE,0.25337680484396835,0.7466231951560316
Kansas,Butler County,DEM,REP,9003,22250,FALSE,TRUE,0.28806834543883786,0.7119316545611621
Kansas,Chase County,DEM,REP,341,1114,FALSE,TRUE,0.23436426116838488,0.7656357388316151
Kansas,Chautauqua County,DEM,REP,212,1397,FALSE,TRUE,0.13175885643256682,0.8682411435674332
Kansas,Cherokee County,DEM,REP,2163,6622,FALSE,TRUE,0.24621513944223108,0.7537848605577689
Kansas,Cheyenne County,DEM,REP,220,1158,FALSE,TRUE,0.15965166908563136,0.8403483309143687
Kansas,Clark County,DEM,REP,143,885,FALSE,TRUE,0.13910505836575876,0.8608949416342413
Kansas,Clay County,DEM,REP,883,3129,FALSE,TRUE,0.22008973080757727,0.7799102691924227
Kansas,Cloud County,DEM,REP,893,3182,FALSE,TRUE,0.21914110429447853,0.7808588957055215
Kansas,Coffey County,DEM,REP,928,3407,FALSE,TRUE,0.2140715109573241,0.7859284890426759
Kansas,Comanche County,DEM,REP,126,745,FALSE,TRUE,0.1446613088404133,0.8553386911595867
Kansas,Cowley County,DEM,REP,4171,9442,FALSE,TRUE,0.3063982957467127,0.6936017042532874
Kansas,Crawford County,DEM,REP,5971,9752,FALSE,TRUE,0.3797621319086688,0.6202378680913312
Kansas,Decatur County,DEM,REP,208,1232,FALSE,TRUE,0.14444444444444443,0.8555555555555556
Kansas,Dickinson County,DEM,REP,2040,7045,FALSE,TRUE,0.22454595487066592,0.7754540451293341
Kansas,Doniphan County,DEM,REP,678,2949,FALSE,TRUE,0.1869313482216708,0.8130686517783292
Kansas,Douglas County,DEM,REP,39436,16737,TRUE,FALSE,0.702045466683282,0.29795453331671795
Kansas,Edwards County,DEM,REP,267,1127,FALSE,TRUE,0.1915351506456241,0.8084648493543759
Kansas,Elk County,DEM,REP,191,1130,FALSE,TRUE,0.1445874337623013,0.8554125662376987
Kansas,Ellis County,DEM,REP,3633,9569,FALSE,TRUE,0.27518557794273596,0.7248144220572641
Kansas,Ellsworth County,DEM,REP,646,2106,FALSE,TRUE,0.23473837209302326,0.7652616279069767
Kansas,Finney County,DEM,REP,4155,7079,FALSE,TRUE,0.36985935552786187,0.6301406444721381
Kansas,Ford County,DEM,REP,2926,5763,FALSE,TRUE,0.3367476119231212,0.6632523880768788
Kansas,Franklin County,DEM,REP,3623,8326,FALSE,TRUE,0.3032052891455352,0.6967947108544648
Kansas,Geary County,DEM,REP,3825,5193,FALSE,TRUE,0.4241516966067864,0.5758483033932136
Kansas,Gove County,DEM,REP,163,1256,FALSE,TRUE,0.11486962649753348,0.8851303735024665
Kansas,Graham County,DEM,REP,222,1052,FALSE,TRUE,0.17425431711145997,0.82574568288854
Kansas,Grant County,DEM,REP,497,1910,FALSE,TRUE,0.2064810968009971,0.7935189031990029
Kansas,Gray County,DEM,REP,337,1871,FALSE,TRUE,0.1526268115942029,0.8473731884057971
Kansas,Greeley County,DEM,REP,77,537,FALSE,TRUE,0.1254071661237785,0.8745928338762214
Kansas,Greenwood County,DEM,REP,562,2404,FALSE,TRUE,0.1894807821982468,0.8105192178017532
Kansas,Hamilton County,DEM,REP,134,684,FALSE,TRUE,0.16381418092909536,0.8361858190709046
Kansas,Harper County,DEM,REP,453,2128,FALSE,TRUE,0.1755133669120496,0.8244866330879503
Kansas,Harvey County,DEM,REP,6652,10015,FALSE,TRUE,0.39911201775964483,0.6008879822403552
Kansas,Haskell County,DEM,REP,261,1103,FALSE,TRUE,0.19134897360703812,0.8086510263929618
Kansas,Hodgeman County,DEM,REP,151,866,FALSE,TRUE,0.14847590953785644,0.8515240904621435
Kansas,Jackson County,DEM,REP,1852,4435,FALSE,TRUE,0.2945761094321616,0.7054238905678384
Kansas,Jefferson County,DEM,REP,3106,6193,FALSE,TRUE,0.3340144101516292,0.6659855898483709
Kansas,Jewell County,DEM,REP,211,1369,FALSE,TRUE,0.13354430379746834,0.8664556962025316
Kansas,Johnson County,DEM,REP,177925,151280,TRUE,FALSE,0.5404687049103143,0.4595312950896857
Kansas,Kearny County,DEM,REP,255,1134,FALSE,TRUE,0.183585313174946,0.816414686825054
Kansas,Kingman County,DEM,REP,745,3102,FALSE,TRUE,0.19365739537301793,0.806342604626982
Kansas,Kiowa County,DEM,REP,153,957,FALSE,TRUE,0.13783783783783785,0.8621621621621621
Kansas,Labette County,DEM,REP,2607,5639,FALSE,TRUE,0.3161532864419112,0.6838467135580888
Kansas,Lane County,DEM,REP,114,757,FALSE,TRUE,0.13088404133180254,0.8691159586681975
Kansas,Leavenworth County,DEM,REP,13753,21378,FALSE,TRUE,0.3914776123651476,0.6085223876348524
Kansas,Lincoln County,DEM,REP,266,1273,FALSE,TRUE,0.1728395061728395,0.8271604938271605
Kansas,Linn County,DEM,REP,863,3940,FALSE,TRUE,0.17967936706225276,0.8203206329377473
Kansas,Logan County,DEM,REP,185,1231,FALSE,TRUE,0.1306497175141243,0.8693502824858756
Kansas,Lyon County,DEM,REP,5878,7381,FALSE,TRUE,0.4433215174598386,0.5566784825401614
Kansas,McPherson County,DEM,REP,3977,9562,FALSE,TRUE,0.2937439988182288,0.7062560011817711
Kansas,Marion County,DEM,REP,1463,4377,FALSE,TRUE,0.250513698630137,0.7494863013698629
Kansas,Marshall County,DEM,REP,1239,3662,FALSE,TRUE,0.252805549887778,0.7471944501122221
Kansas,Meade County,DEM,REP,261,1508,FALSE,TRUE,0.14754098360655737,0.8524590163934427
Kansas,Miami County,DEM,REP,5133,12116,FALSE,TRUE,0.2975824685489014,0.7024175314510985
Kansas,Mitchell County,DEM,REP,547,2454,FALSE,TRUE,0.18227257580806397,0.817727424191936
Kansas,Montgomery County,DEM,REP,3147,9768,FALSE,TRUE,0.24367015098722417,0.7563298490127759
Kansas,Morris County,DEM,REP,721,2085,FALSE,TRUE,0.2569493941553813,0.7430506058446187
Kansas,Morton County,DEM,REP,147,1004,FALSE,TRUE,0.12771503040834056,0.8722849695916595
Kansas,Nemaha County,DEM,REP,920,4612,FALSE,TRUE,0.16630513376717282,0.8336948662328272
Kansas,Neosho County,DEM,REP,1727,4795,FALSE,TRUE,0.26479607482367373,0.7352039251763263
Kansas,Ness County,DEM,REP,147,1315,FALSE,TRUE,0.10054719562243503,0.8994528043775649
Kansas,Norton County,DEM,REP,361,1977,FALSE,TRUE,0.1544054747647562,0.8455945252352438
Kansas,Osage County,DEM,REP,2099,5591,FALSE,TRUE,0.2729518855656697,0.7270481144343304
Kansas,Osborne County,DEM,REP,275,1590,FALSE,TRUE,0.14745308310991956,0.8525469168900804
Kansas,Ottawa County,DEM,REP,504,2581,FALSE,TRUE,0.1633711507293355,0.8366288492706645
Kansas,Pawnee County,DEM,REP,635,2028,FALSE,TRUE,0.23845287269996246,0.7615471273000376
Kansas,Phillips County,DEM,REP,373,2855,FALSE,TRUE,0.11555142503097894,0.8844485749690211
Kansas,Pottawatomie County,DEM,REP,3257,9247,FALSE,TRUE,0.2604766474728087,0.7395233525271914
Kansas,Pratt County,DEM,REP,924,3087,FALSE,TRUE,0.23036649214659685,0.7696335078534031
Kansas,Rawlins County,DEM,REP,214,1253,FALSE,TRUE,0.14587593728698023,0.8541240627130198
Kansas,Reno County,DEM,REP,8602,17948,FALSE,TRUE,0.3239924670433145,0.6760075329566855
Kansas,Republic County,DEM,REP,420,2172,FALSE,TRUE,0.16203703703703703,0.837962962962963
Kansas,Rice County,DEM,REP,953,3187,FALSE,TRUE,0.23019323671497585,0.7698067632850242
Kansas,Riley County,DEM,REP,11940,11174,TRUE,FALSE,0.5165700441290992,0.48342995587090076
Kansas,Rooks County,DEM,REP,332,2294,FALSE,TRUE,0.12642802741812642,0.8735719725818736
Kansas,Rush County,DEM,REP,291,1425,FALSE,TRUE,0.16958041958041958,0.8304195804195804
Kansas,Russell County,DEM,REP,591,2765,FALSE,TRUE,0.17610250297973778,0.8238974970202622
Kansas,Saline County,DEM,REP,8022,15313,FALSE,TRUE,0.3437754446110992,0.6562245553889008
Kansas,Scott County,DEM,REP,290,1991,FALSE,TRUE,0.12713722051731696,0.8728627794826831
Kansas,Sedgwick County,DEM,REP,90820,117653,FALSE,TRUE,0.43564394429974146,0.5643560557002585
Kansas,Seward County,DEM,REP,1736,3285,FALSE,TRUE,0.34574785899223265,0.6542521410077673
Kansas,Shawnee County,DEM,REP,42032,39890,TRUE,FALSE,0.5130734112936696,0.48692658870633043
Kansas,Sheridan County,DEM,REP,144,1237,FALSE,TRUE,0.10427226647356988,0.8957277335264301
Kansas,Sherman County,DEM,REP,386,2222,FALSE,TRUE,0.14800613496932516,0.8519938650306749
Kansas,Smith County,DEM,REP,328,1734,FALSE,TRUE,0.15906886517943744,0.8409311348205626
Kansas,Stafford County,DEM,REP,355,1631,FALSE,TRUE,0.17875125881168177,0.8212487411883183
Kansas,Stanton County,DEM,REP,147,607,FALSE,TRUE,0.19496021220159152,0.8050397877984085
Kansas,Stevens County,DEM,REP,233,1731,FALSE,TRUE,0.11863543788187372,0.8813645621181263
Kansas,Sumner County,DEM,REP,2551,7998,FALSE,TRUE,0.24182386956109583,0.7581761304389042
Kansas,Thomas County,DEM,REP,622,3106,FALSE,TRUE,0.16684549356223177,0.8331545064377682
Kansas,Trego County,DEM,REP,238,1341,FALSE,TRUE,0.15072830905636478,0.8492716909436352
Kansas,Wabaunsee County,DEM,REP,956,2813,FALSE,TRUE,0.2536481825417883,0.7463518174582118
Kansas,Wallace County,DEM,REP,44,762,FALSE,TRUE,0.05459057071960298,0.9454094292803971
Kansas,Washington County,DEM,REP,467,2332,FALSE,TRUE,0.16684530189353342,0.8331546981064666
Kansas,Wichita County,DEM,REP,147,803,FALSE,TRUE,0.15473684210526314,0.8452631578947368
Kansas,Wilson County,DEM,REP,711,3111,FALSE,TRUE,0.18602825745682888,0.8139717425431712
Kansas,Woodson County,DEM,REP,283,1189,FALSE,TRUE,0.1922554347826087,0.8077445652173914
Kansas,Wyandotte County,DEM,REP,35566,18512,TRUE,FALSE,0.6576796479159732,0.3423203520840268
Kentucky,Adair County,DEM,REP,1391,7275,FALSE,TRUE,0.16051234710362336,0.8394876528963766
Kentucky,Allen County,DEM,REP,1642,7586,FALSE,TRUE,0.17793671434763764,0.8220632856523624
Kentucky,Anderson County,DEM,REP,3339,9651,FALSE,TRUE,0.25704387990762123,0.7429561200923788
Kentucky,Ballard County,DEM,REP,825,3356,FALSE,TRUE,0.19732121502033007,0.8026787849796699
Kentucky,Barren County,DEM,REP,5115,14646,FALSE,TRUE,0.25884317595263395,0.741156824047366
Kentucky,Bath County,DEM,REP,1573,3986,FALSE,TRUE,0.2829645619715776,0.7170354380284224
Kentucky,Bell County,DEM,REP,1789,8140,FALSE,TRUE,0.18017927283714372,0.8198207271628563
Kentucky,Boone County,DEM,REP,20897,44811,FALSE,TRUE,0.3180282461800694,0.6819717538199306
Kentucky,Bourbon County,DEM,REP,3296,6190,FALSE,TRUE,0.3474594138730761,0.6525405861269239
Kentucky,Boyd County,DEM,REP,7083,14295,FALSE,TRUE,0.33132191973056413,0.6686780802694359
Kentucky,Boyle County,DEM,REP,5298,8872,FALSE,TRUE,0.37388849682427666,0.6261115031757234
Kentucky,Bracken County,DEM,REP,799,3397,FALSE,TRUE,0.19041944709246902,0.809580552907531
Kentucky,Breathitt County,DEM,REP,1301,4265,FALSE,TRUE,0.2337405677326626,0.7662594322673374
Kentucky,Breckinridge County,DEM,REP,2350,7701,FALSE,TRUE,0.23380758133519053,0.7661924186648095
Kentucky,Bullitt County,DEM,REP,10551,30708,FALSE,TRUE,0.2557260234130735,0.7442739765869265
Kentucky,Butler County,DEM,REP,1078,4960,FALSE,TRUE,0.17853593905266646,0.8214640609473336
Kentucky,Caldwell County,DEM,REP,1432,4905,FALSE,TRUE,0.22597443585292726,0.7740255641470728
Kentucky,Calloway County,DEM,REP,5794,11351,FALSE,TRUE,0.3379410906969962,0.6620589093030038
Kentucky,Campbell County,DEM,REP,19373,28482,FALSE,TRUE,0.4048270818096333,0.5951729181903667
Kentucky,Carlisle County,DEM,REP,463,2159,FALSE,TRUE,0.17658276125095346,0.8234172387490466
Kentucky,Carroll County,DEM,REP,1116,2954,FALSE,TRUE,0.2742014742014742,0.7257985257985258
Kentucky,Carter County,DEM,REP,2642,8775,FALSE,TRUE,0.23140930191819217,0.7685906980818078
Kentucky,Casey County,DEM,REP,918,6179,FALSE,TRUE,0.12935042975905311,0.8706495702409469
Kentucky,Christian County,DEM,REP,8296,15080,FALSE,TRUE,0.3548939082819986,0.6451060917180014
Kentucky,Clark County,DEM,REP,6004,11811,FALSE,TRUE,0.33701936570305924,0.6629806342969408
Kentucky,Clay County,DEM,REP,831,6677,FALSE,TRUE,0.11068193926478423,0.8893180607352158
Kentucky,Clinton County,DEM,REP,603,4280,FALSE,TRUE,0.1234896579971329,0.876510342002867
Kentucky,Crittenden County,DEM,REP,731,3451,FALSE,TRUE,0.17479674796747968,0.8252032520325203
Kentucky,Cumberland County,DEM,REP,508,2769,FALSE,TRUE,0.1550198352151358,0.8449801647848643
Kentucky,Daviess County,DEM,REP,17283,31023,FALSE,TRUE,0.3577816420320457,0.6422183579679543
Kentucky,Edmonson County,DEM,REP,1227,4828,FALSE,TRUE,0.20264244426094138,0.7973575557390586
Kentucky,Elliott County,DEM,REP,712,2246,FALSE,TRUE,0.24070317782285328,0.7592968221771468
Kentucky,Estill County,DEM,REP,1355,5100,FALSE,TRUE,0.2099147947327653,0.7900852052672347
Kentucky,Fayette County,DEM,REP,90566,58845,TRUE,FALSE,0.6061534960612003,0.3938465039387997
Kentucky,Fleming County,DEM,REP,1474,5534,FALSE,TRUE,0.2103310502283105,0.7896689497716896
Kentucky,Floyd County,DEM,REP,3855,12211,FALSE,TRUE,0.2399477156728495,0.7600522843271504
Kentucky,Franklin County,DEM,REP,12650,12900,FALSE,TRUE,0.49510763209393344,0.5048923679060666
Kentucky,Fulton County,DEM,REP,791,1605,FALSE,TRUE,0.33013355592654425,0.6698664440734557
Kentucky,Gallatin County,DEM,REP,822,2955,FALSE,TRUE,0.2176330420969023,0.7823669579030977
Kentucky,Garrard County,DEM,REP,1830,6754,FALSE,TRUE,0.21318732525629078,0.7868126747437092
Kentucky,Grant County,DEM,REP,2205,8725,FALSE,TRUE,0.20173833485818848,0.7982616651418115
Kentucky,Graves County,DEM,REP,3559,13206,FALSE,TRUE,0.21228750372800478,0.7877124962719952
Kentucky,Grayson County,DEM,REP,2400,9453,FALSE,TRUE,0.20248038471273094,0.797519615287269
Kentucky,Green County,DEM,REP,920,4838,FALSE,TRUE,0.1597777005904828,0.8402222994095172
Kentucky,Greenup County,DEM,REP,4873,13064,FALSE,TRUE,0.27167307799520546,0.7283269220047945
Kentucky,Hancock County,DEM,REP,1351,3145,FALSE,TRUE,0.30048932384341637,0.6995106761565837
Kentucky,Hardin County,DEM,REP,18101,29832,FALSE,TRUE,0.3776312769907997,0.6223687230092003
Kentucky,Harlan County,DEM,REP,1494,9367,FALSE,TRUE,0.1375563944388178,0.8624436055611822
Kentucky,Harrison County,DEM,REP,2400,6334,FALSE,TRUE,0.27478818410808337,0.7252118158919166
Kentucky,Hart County,DEM,REP,1908,6345,FALSE,TRUE,0.2311886586695747,0.7688113413304253
Kentucky,Henderson County,DEM,REP,7639,12730,FALSE,TRUE,0.37503068388237026,0.6249693161176297
Kentucky,Henry County,DEM,REP,2142,5843,FALSE,TRUE,0.26825297432686285,0.7317470256731371
Kentucky,Hickman County,DEM,REP,458,1714,FALSE,TRUE,0.21086556169429096,0.7891344383057091
Kentucky,Hopkins County,DEM,REP,5439,15757,FALSE,TRUE,0.25660501981505945,0.7433949801849405
Kentucky,Jackson County,DEM,REP,605,5450,FALSE,TRUE,0.09991742361684558,0.9000825763831544
Kentucky,Jefferson County,DEM,REP,228288,150619,TRUE,FALSE,0.6024908486779078,0.3975091513220922
Kentucky,Jessamine County,DEM,REP,8567,17096,FALSE,TRUE,0.33382691033784045,0.6661730896621596
Kentucky,Johnson County,DEM,REP,1607,8446,FALSE,TRUE,0.15985278026459762,0.8401472197354024
Kentucky,Kenton County,DEM,REP,32265,48123,FALSE,TRUE,0.40136587550380654,0.5986341244961935
Kentucky,Knott County,DEM,REP,1412,4779,FALSE,TRUE,0.22807300920691326,0.7719269907930868
Kentucky,Knox County,DEM,REP,2111,11010,FALSE,TRUE,0.1608871275055255,0.8391128724944745
Kentucky,Larue County,DEM,REP,1504,5685,FALSE,TRUE,0.20920851300598137,0.7907914869940187
Kentucky,Laurel County,DEM,REP,4474,23234,FALSE,TRUE,0.16146961166450122,0.8385303883354988
Kentucky,Lawrence County,DEM,REP,1238,5633,FALSE,TRUE,0.18017755785184106,0.8198224421481589
Kentucky,Lee County,DEM,REP,459,2159,FALSE,TRUE,0.17532467532467533,0.8246753246753247
Kentucky,Leslie County,DEM,REP,446,4318,FALSE,TRUE,0.09361880772460117,0.9063811922753988
Kentucky,Letcher County,DEM,REP,1799,7226,FALSE,TRUE,0.19933518005540166,0.8006648199445984
Kentucky,Lewis County,DEM,REP,823,4986,FALSE,TRUE,0.14167670855568945,0.8583232914443105
Kentucky,Lincoln County,DEM,REP,2254,8489,FALSE,TRUE,0.20981103974681187,0.7901889602531882
Kentucky,Livingston County,DEM,REP,939,4010,FALSE,TRUE,0.1897353000606183,0.8102646999393817
Kentucky,Logan County,DEM,REP,3094,9067,FALSE,TRUE,0.2544198667872708,0.7455801332127292
Kentucky,Lyon County,DEM,REP,1092,3100,FALSE,TRUE,0.26049618320610685,0.7395038167938932
Kentucky,McCracken County,DEM,REP,11190,21820,FALSE,TRUE,0.3389881853983641,0.6610118146016359
Kentucky,McCreary County,DEM,REP,725,5664,FALSE,TRUE,0.11347628736891532,0.8865237126310846
Kentucky,McLean County,DEM,REP,1074,3633,FALSE,TRUE,0.22817080943275972,0.7718291905672403
Kentucky,Madison County,DEM,REP,15580,27353,FALSE,TRUE,0.3628910162345981,0.6371089837654019
Kentucky,Magoffin County,DEM,REP,1213,4174,FALSE,TRUE,0.22517170967143121,0.7748282903285688
Kentucky,Marion County,DEM,REP,2722,6113,FALSE,TRUE,0.3080928126768534,0.6919071873231466
Kentucky,Marshall County,DEM,REP,4071,13297,FALSE,TRUE,0.23439659143251956,0.7656034085674804
Kentucky,Martin County,DEM,REP,403,3496,FALSE,TRUE,0.10335983585534753,0.8966401641446524
Kentucky,Mason County,DEM,REP,2362,5477,FALSE,TRUE,0.3013139431049879,0.6986860568950122
Kentucky,Meade County,DEM,REP,3632,10184,FALSE,TRUE,0.26288361320208453,0.7371163867979155
Kentucky,Menifee County,DEM,REP,750,2311,FALSE,TRUE,0.24501796798431885,0.7549820320156811
Kentucky,Mercer County,DEM,REP,3033,8506,FALSE,TRUE,0.26284773377242393,0.737152266227576
Kentucky,Metcalfe County,DEM,REP,973,3957,FALSE,TRUE,0.1973630831643002,0.8026369168356998
Kentucky,Monroe County,DEM,REP,657,4628,FALSE,TRUE,0.12431409649952696,0.875685903500473
Kentucky,Montgomery County,DEM,REP,3630,8993,FALSE,TRUE,0.2875703081676305,0.7124296918323695
Kentucky,Morgan County,DEM,REP,1172,4297,FALSE,TRUE,0.21429877491314683,0.7857012250868531
Kentucky,Muhlenberg County,DEM,REP,3544,10496,FALSE,TRUE,0.25242165242165243,0.7475783475783475
Kentucky,Nelson County,DEM,REP,7188,15703,FALSE,TRUE,0.31400987287580273,0.6859901271241973
Kentucky,Nicholas County,DEM,REP,954,2407,FALSE,TRUE,0.283844094019637,0.716155905980363
Kentucky,Ohio County,DEM,REP,2404,8582,FALSE,TRUE,0.21882395776442745,0.7811760422355726
Kentucky,Oldham County,DEM,REP,14504,22651,FALSE,TRUE,0.3903646884672319,0.6096353115327682
Kentucky,Owen County,DEM,REP,1098,4292,FALSE,TRUE,0.20371057513914656,0.7962894248608534
Kentucky,Owsley County,DEM,REP,216,1670,FALSE,TRUE,0.11452810180275716,0.8854718981972428
Kentucky,Pendleton County,DEM,REP,1322,5515,FALSE,TRUE,0.19335966066988444,0.8066403393301156
Kentucky,Perry County,DEM,REP,2350,8118,FALSE,TRUE,0.22449369507069164,0.7755063049293084
Kentucky,Pike County,DEM,REP,4862,20279,FALSE,TRUE,0.19338928443578218,0.8066107155642178
Kentucky,Powell County,DEM,REP,1367,4041,FALSE,TRUE,0.25277366863905326,0.7472263313609467
Kentucky,Pulaski County,DEM,REP,5664,25441,FALSE,TRUE,0.18209291110753897,0.817907088892461
Kentucky,Robertson County,DEM,REP,253,884,FALSE,TRUE,0.22251539138082674,0.7774846086191732
Kentucky,Rockcastle County,DEM,REP,1134,6577,FALSE,TRUE,0.1470626377901699,0.8529373622098301
Kentucky,Rowan County,DEM,REP,3880,5994,FALSE,TRUE,0.3929511849301195,0.6070488150698805
Kentucky,Russell County,DEM,REP,1329,7506,FALSE,TRUE,0.15042444821731749,0.8495755517826825
Kentucky,Scott County,DEM,REP,10564,17764,FALSE,TRUE,0.3729172550127083,0.6270827449872918
Kentucky,Shelby County,DEM,REP,8076,15054,FALSE,TRUE,0.3491569390402075,0.6508430609597925
Kentucky,Simpson County,DEM,REP,2681,5888,FALSE,TRUE,0.3128719803944451,0.6871280196055549
Kentucky,Spencer County,DEM,REP,2530,8737,FALSE,TRUE,0.22454956953936275,0.7754504304606372
Kentucky,Taylor County,DEM,REP,2961,9376,FALSE,TRUE,0.2400097268379671,0.7599902731620329
Kentucky,Todd County,DEM,REP,1202,4060,FALSE,TRUE,0.22843025465602432,0.7715697453439757
Kentucky,Trigg County,DEM,REP,1791,5487,FALSE,TRUE,0.2460840890354493,0.7539159109645507
Kentucky,Trimble County,DEM,REP,1012,3227,FALSE,TRUE,0.23873555083746167,0.7612644491625383
Kentucky,Union County,DEM,REP,1529,4965,FALSE,TRUE,0.23544810594394827,0.7645518940560517
Kentucky,Warren County,DEM,REP,22477,31790,FALSE,TRUE,0.41419278751359023,0.5858072124864098
Kentucky,Washington County,DEM,REP,1644,4482,FALSE,TRUE,0.2683643486777669,0.7316356513222331
Kentucky,Wayne County,DEM,REP,1700,7430,FALSE,TRUE,0.18619934282584885,0.8138006571741512
Kentucky,Webster County,DEM,REP,1412,4506,FALSE,TRUE,0.23859411963501184,0.7614058803649881
Kentucky,Whitley County,DEM,REP,2552,12567,FALSE,TRUE,0.16879423242277927,0.8312057675772208
Kentucky,Wolfe County,DEM,REP,837,2097,FALSE,TRUE,0.2852760736196319,0.7147239263803681
Kentucky,Woodford County,DEM,REP,6530,8362,FALSE,TRUE,0.4384904646790223,0.5615095353209777
Louisiana,Acadia Parish,DEM,REP,5443,22596,FALSE,TRUE,0.1941224722707657,0.8058775277292343
Louisiana,Allen Parish,DEM,REP,2108,7574,FALSE,TRUE,0.21772361082420988,0.7822763891757901
Louisiana,Ascension Parish,DEM,REP,20399,40687,FALSE,TRUE,0.3339390367678355,0.6660609632321646
Louisiana,Assumption Parish,DEM,REP,3833,7271,FALSE,TRUE,0.34519092219020175,0.6548090778097982
Louisiana,Avoyelles Parish,DEM,REP,4979,12028,FALSE,TRUE,0.29276180396307405,0.707238196036926
Louisiana,Beauregard Parish,DEM,REP,2542,13575,FALSE,TRUE,0.15772166035862753,0.8422783396413724
Louisiana,Bienville Parish,DEM,REP,3067,3891,FALSE,TRUE,0.4407875826386893,0.5592124173613107
Louisiana,Bossier Parish,DEM,REP,15662,38074,FALSE,TRUE,0.29146196218549947,0.7085380378145005
Louisiana,Caddo Parish,DEM,REP,55110,48021,TRUE,FALSE,0.5343689094452686,0.4656310905547314
Louisiana,Calcasieu Parish,DEM,REP,25982,55066,FALSE,TRUE,0.32057546145494026,0.6794245385450597
Louisiana,Caldwell Parish,DEM,REP,745,3976,FALSE,TRUE,0.15780554967167973,0.8421944503283203
Louisiana,Cameron Parish,DEM,REP,324,3671,FALSE,TRUE,0.08110137672090113,0.9188986232790989
Louisiana,Catahoula Parish,DEM,REP,1269,3541,FALSE,TRUE,0.2638253638253638,0.7361746361746362
Louisiana,Claiborne Parish,DEM,REP,2731,3770,FALSE,TRUE,0.42008921704353175,0.5799107829564683
Louisiana,Concordia Parish,DEM,REP,3177,5550,FALSE,TRUE,0.3640426263320729,0.6359573736679272
Louisiana,De Soto Parish,DEM,REP,5457,9112,FALSE,TRUE,0.37456242707117854,0.6254375729288215
Louisiana,East Baton Rouge Parish,DEM,REP,115577,88420,TRUE,FALSE,0.566562253366471,0.43343774663352896
Louisiana,East Carroll Parish,DEM,REP,1900,1080,TRUE,FALSE,0.6375838926174496,0.36241610738255037
Louisiana,East Feliciana Parish,DEM,REP,4280,6064,FALSE,TRUE,0.4137664346481052,0.5862335653518949
Louisiana,Evangeline Parish,DEM,REP,4158,11053,FALSE,TRUE,0.2733548090197883,0.7266451909802116
Louisiana,Franklin Parish,DEM,REP,2658,6970,FALSE,TRUE,0.2760697964270877,0.7239302035729123
Louisiana,Grant Parish,DEM,REP,1157,8117,FALSE,TRUE,0.12475738624110416,0.8752426137588958
Louisiana,Iberia Parish,DEM,REP,11027,21251,FALSE,TRUE,0.34162587520912074,0.6583741247908792
Louisiana,Iberville Parish,DEM,REP,8514,7893,TRUE,FALSE,0.5189248491497531,0.4810751508502469
Louisiana,Jackson Parish,DEM,REP,2143,5394,FALSE,TRUE,0.28433063553137855,0.7156693644686214
Louisiana,Jefferson Parish,DEM,REP,84477,105949,FALSE,TRUE,0.4436211441714892,0.5563788558285108
Louisiana,Jefferson Davis Parish,DEM,REP,3208,11423,FALSE,TRUE,0.21926047433531543,0.7807395256646845
Louisiana,Lafayette Parish,DEM,REP,39685,72519,FALSE,TRUE,0.3536861430965028,0.6463138569034972
Louisiana,Lafourche Parish,DEM,REP,8672,36024,FALSE,TRUE,0.19402183640594237,0.8059781635940576
Louisiana,LaSalle Parish,DEM,REP,638,6378,FALSE,TRUE,0.09093500570125428,0.9090649942987458
Louisiana,Lincoln Parish,DEM,REP,7559,11311,FALSE,TRUE,0.4005829358770535,0.5994170641229465
Louisiana,Livingston Parish,DEM,REP,9249,54877,FALSE,TRUE,0.1442316689018495,0.8557683310981505
Louisiana,Madison Parish,DEM,REP,2654,1930,TRUE,FALSE,0.5789703315881326,0.4210296684118674
Louisiana,Morehouse Parish,DEM,REP,4946,6510,FALSE,TRUE,0.43173882681564246,0.5682611731843575
Louisiana,Natchitoches Parish,DEM,REP,6896,9358,FALSE,TRUE,0.4242647963578196,0.5757352036421803
Louisiana,Orleans Parish,DEM,REP,147854,26664,TRUE,FALSE,0.8472134679517299,0.15278653204827009
Louisiana,Ouachita Parish,DEM,REP,25913,42255,FALSE,TRUE,0.380134373899777,0.619865626100223
Louisiana,Plaquemines Parish,DEM,REP,3414,7412,FALSE,TRUE,0.3153519305375947,0.6846480694624053
Louisiana,Pointe Coupee Parish,DEM,REP,4683,7503,FALSE,TRUE,0.3842934515017233,0.6157065484982767
Louisiana,Rapides Parish,DEM,REP,19475,38347,FALSE,TRUE,0.33680951886825083,0.6631904811317492
Louisiana,Red River Parish,DEM,REP,1644,2413,FALSE,TRUE,0.40522553611042644,0.5947744638895736
Louisiana,Richland Parish,DEM,REP,3225,6607,FALSE,TRUE,0.3280105777054516,0.6719894222945484
