PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
84788,20080430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080629,,,,,1,6,69,72,71.99000,81.97000,78.63000,1979034,0.102805,78.66000,78.76000,417680,1,1,78.63000,,20080430,0.102805,0.051060,0.049736,0.031907,0.030490,0.047547
84788,20080530,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,67,72,72.41000,82.29000,81.62000,1529391,0.038026,81.53000,81.61000,417680,1,1,81.62000,,20080530,0.038026,0.023808,0.021494,0.031787,0.029774,0.010674
84788,20080630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080716,,,,,1,6,68,72,73.33000,84.51000,73.33000,1533312,-0.101568,73.26000,73.31000,426000,1,1,73.33000,,20080630,-0.101568,-0.078426,-0.080241,-0.086631,-0.088751,-0.085962
84788,20080731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20080929,,,,,1,6,69,72,66.28000,78.72000,76.34000,2158736,0.041047,76.34000,76.38000,425921,1,1,76.34000,,20080731,0.041047,-0.013341,-0.014690,-0.001295,-0.002657,-0.009859
84788,20080829,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,68,72,75.71000,88.09000,80.81000,1491269,0.058554,80.81000,80.88000,425921,1,1,80.81000,,20080829,0.058554,0.010566,0.008576,0.013023,0.011122,0.012191
84788,20080930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20081015,,,,,1,6,68,72,63.35000,81.41000,72.76000,1925654,-0.099616,72.74000,72.76000,429000,1,1,72.76000,,20080930,-0.099616,-0.097980,-0.099770,-0.120091,-0.122188,-0.090791
84788,20081031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20081230,,,,,1,6,67,72,48.72000,69.58000,57.24000,3321823,-0.213304,57.23000,57.24000,428832,1,1,57.24000,,20081031,-0.213304,-0.184648,-0.186136,-0.205222,-0.206835,-0.169425
84788,20081128,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,65,72,35.03000,58.45000,42.70000,2284628,-0.254018,42.63000,42.66000,428832,1,1,42.70000,,20081128,-0.254018,-0.084615,-0.087354,-0.130320,-0.132591,-0.074849
84788,20081231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090121,,,,,1,6,68,72,40.47000,53.18000,51.28000,2076171,0.200937,51.22000,51.32000,428000,1,1,51.28000,,20081231,0.200937,0.022154,0.019087,0.042176,0.037024,0.007822
84788,20090130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090226,,,,,1,6,72,72,48.44000,58.82000,58.82000,2057604,0.147036,58.82000,58.83000,428583,1,1,58.82000,,20090130,0.147036,-0.077315,-0.078709,-0.024042,-0.025384,-0.085657
84788,20090227,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090330,,,,,1,6,71,72,61.06000,66.71000,64.79000,1925776,0.101496,64.56000,64.75000,429120,1,1,64.79000,,20090227,0.101496,-0.100271,-0.103457,-0.107667,-0.109769,-0.109931
84788,20090331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090416,,,,,1,6,69,72,60.49000,75.58000,73.44000,2347823,0.133508,73.41000,73.43000,429000,1,1,73.44000,,20090331,0.133508,0.086748,0.083489,0.107474,0.104391,0.085405
84788,20090430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090629,,,,,1,6,69,72,73.50000,84.46000,80.52000,1913170,0.096405,80.50000,80.52000,429648,1,1,80.52000,,20090430,0.096405,0.109352,0.107516,0.192762,0.190929,0.093925
84788,20090529,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,72,73.60000,81.99000,77.99000,1428518,-0.031421,77.82000,77.99000,429648,1,1,77.99000,,20090529,-0.031421,0.067774,0.065124,0.102330,0.100210,0.053081
84788,20090630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090716,,,,,1,6,69,72,77.68000,87.56000,83.66000,1572317,0.072702,83.70000,83.71000,432000,1,1,83.66000,,20090630,0.072702,-0.003099,-0.005042,0.023921,0.021352,0.000196
84788,20090731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20090929,,,,,1,6,69,72,75.63000,93.87000,85.76000,1811170,0.025102,85.77000,85.83000,431807,1,1,85.76000,,20090731,0.025102,0.081752,0.080331,0.085217,0.083763,0.074142
84788,20090831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,81.06000,87.44000,81.19000,1175405,-0.053288,81.19000,81.23000,431807,1,1,81.19000,,20090831,-0.053288,0.031469,0.029310,0.056864,0.055310,0.033560
84788,20090930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20091018,,,,,1,6,70,72,78.14000,93.75000,93.36000,1335885,0.149895,93.19000,93.37000,433000,1,1,93.36000,,20090930,0.149895,0.045216,0.043576,0.071255,0.069383,0.035723
84788,20091030,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20091230,,,,,1,6,69,72,88.67000,124.63990,118.81000,2762898,0.272601,118.78000,118.84000,432983,1,1,118.81000,,20091030,0.272601,-0.027971,-0.029227,-0.050612,-0.051739,-0.019762
84788,20091130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,72,117.10000,135.91000,135.91000,1664104,0.143927,135.89999,135.91000,432983,1,1,135.91000,,20091130,0.143927,0.057117,0.054661,0.028476,0.026485,0.057364
84788,20091231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100121,,,,,1,6,70,72,126.91000,142.25000,134.52000,2141367,-0.010227,134.52000,134.64000,444000,1,1,134.52000,,20091231,-0.010227,0.028430,0.026404,0.055001,0.051972,0.017771
84788,20100129,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100224,,,,,1,6,70,72,119.48000,134.69000,125.41000,2379285,-0.067722,125.25000,125.32000,444546,1,1,125.41000,,20100129,-0.067722,-0.037098,-0.038111,-0.011388,-0.012292,-0.036974
84788,20100226,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100330,,,,,1,6,68,72,115.94000,120.09000,118.40000,2155519,-0.055897,118.27000,118.37000,445226,1,1,118.40000,,20100226,-0.055897,0.034786,0.032700,0.033603,0.032232,0.028514
84788,20100331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100415,,,,,1,6,67,72,124.54000,136.57899,135.77000,1631461,0.146706,135.73000,135.78999,446000,1,1,135.77000,,20100331,0.146706,0.063626,0.061940,0.069289,0.067252,0.058796
84788,20100430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100629,,,,,1,6,68,72,131.49001,150.09000,137.10001,1789496,0.009796,137.11000,137.12000,445672,1,1,137.10001,,20100430,0.009796,0.020063,0.018950,0.057843,0.056698,0.014759
84788,20100528,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,72,119.71000,137.49001,125.46000,1464113,-0.084902,125.26000,125.46000,445672,1,1,125.46000,,20100528,-0.084902,-0.079163,-0.081251,-0.076929,-0.078435,-0.081976
84788,20100630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100714,,,,,1,6,70,72,108.61000,128.75999,109.26000,1389985,-0.129125,109.26000,109.34000,448000,1,1,109.26000,,20100630,-0.129125,-0.050745,-0.052485,-0.056799,-0.058868,-0.053882
84788,20100730,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20100929,,,,,1,6,71,72,109.14000,123.65000,117.89000,1811887,0.078986,117.89000,117.97000,447825,1,1,117.89000,,20100730,0.078986,0.070309,0.068611,0.059940,0.058682,0.068778
84788,20100831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,120.07000,130.00000,124.83000,1181509,0.058868,124.86000,124.87000,447825,1,1,124.83000,,20100831,0.058868,-0.042844,-0.044969,-0.047566,-0.049083,-0.047449
84788,20100930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20101013,,,,,1,6,72,72,132.49001,160.73000,157.06000,1397664,0.258191,157.03999,157.06000,449000,1,1,157.06000,,20100930,0.258191,0.091547,0.089664,0.096418,0.094485,0.087551
84788,20101029,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20101230,,,,,1,6,73,72,153.03000,169.95000,165.23000,1492499,0.052018,165.14999,165.16000,448837,1,1,165.23000,,20101029,0.052018,0.038512,0.036990,0.040681,0.039488,0.036856
84788,20101130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,72,157.78000,179.49001,175.39999,1372950,0.061551,175.39999,175.46001,448837,1,1,175.39999,,20101130,0.061551,0.005125,0.002925,0.010736,0.008972,-0.002290
84788,20101231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110118,,,,,1,6,68,72,173.94000,184.75999,180.00000,983320,0.026226,179.91000,180.00999,451000,1,1,180.00000,,20101231,0.026226,0.067205,0.064873,0.068851,0.065469,0.065300
84788,20110131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110224,,,,,1,6,70,72,169.64000,191.25000,169.64000,1192172,-0.057556,169.64000,169.72000,451004,1,1,169.64000,,20110131,-0.057556,0.019137,0.018182,0.014412,0.013611,0.022646
84788,20110228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110330,,,,,1,6,69,1,172.11000,190.42000,173.28999,1013798,0.021516,173.24001,173.28000,451616,1,1,173.28999,,20110228,0.021516,0.038175,0.036243,0.037036,0.035725,0.031957
84788,20110331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110418,,,,,1,6,70,55,160.97000,180.13000,180.13000,1263632,0.039471,180.13000,180.14000,452000,1,1,180.13000,,20110331,0.039471,0.003353,0.001768,0.008605,0.006786,-0.001047
84788,20110429,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110629,,,,,1,6,70,55,178.34000,196.63000,195.81000,1223903,0.087048,196.39999,196.41000,452043,1,1,195.81000,,20110429,0.087048,0.028667,0.027552,0.019203,0.018109,0.028495
84788,20110531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,55,192.25999,206.07001,196.69000,1142393,0.004494,196.67999,196.69000,452043,1,1,196.69000,,20110531,0.004494,-0.014900,-0.016907,-0.018549,-0.020191,-0.013501
84788,20110630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110714,,,,,1,6,69,55,183.64999,204.49001,204.49001,1030579,0.039656,204.44000,204.49001,454000,1,1,204.49001,,20110630,0.039656,-0.018388,-0.020153,-0.024106,-0.026251,-0.018258
84788,20110729,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20110929,,,,,1,6,70,55,209.49001,223.89999,222.52000,987787,0.088171,222.52000,222.53000,453935,1,1,222.52000,,20110729,0.088171,-0.022524,-0.023665,-0.021813,-0.022838,-0.021474
84788,20110831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,55,177.53999,221.32001,215.23000,1638523,-0.032761,215.14999,215.28999,453935,1,1,215.23000,,20110831,-0.032761,-0.057498,-0.059638,-0.075715,-0.077329,-0.056791
84788,20110930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20111013,,,,,1,6,68,55,210.00000,241.69000,216.23000,1505178,0.004646,216.13000,216.23000,455000,1,1,216.23000,,20110930,0.004646,-0.084863,-0.086554,-0.100920,-0.102888,-0.071762
84788,20111031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20111229,,,,,1,6,70,55,198.39999,246.71001,213.50999,1676436,-0.012579,213.50000,213.50999,454754,1,1,213.50999,,20111031,-0.012579,0.114030,0.112619,0.107697,0.106575,0.107723
84788,20111130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,71,55,182.39900,218.92999,192.28999,1433889,-0.099386,192.28000,192.28999,454754,1,1,192.28999,,20111130,-0.099386,-0.006207,-0.008875,-0.020645,-0.022480,-0.005059
84788,20111230,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120118,,,,,1,6,70,55,173.10001,197.13000,173.10001,1317124,-0.099797,173.14999,173.16000,455000,1,1,173.10001,,20111230,-0.099797,0.003696,0.001449,-0.003561,-0.007020,0.008533
84788,20120131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120216,,,,,1,6,70,55,175.92999,195.37000,194.44000,1160907,0.123281,194.50999,194.62000,455068,1,1,194.44000,,20120131,0.123281,0.054095,0.052947,0.085342,0.084432,0.043583
84788,20120229,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120329,,,,,1,6,70,55,178.53000,191.59000,179.69000,1524481,-0.075859,179.57001,179.67000,451592,1,1,179.69000,,20120229,-0.075859,0.041239,0.038967,0.036494,0.035003,0.040589
84788,20120330,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120412,,,,,1,6,69,55,179.30000,205.44000,202.50999,1192559,0.126996,202.52000,202.64999,450000,1,1,202.50999,,20120330,0.126996,0.024004,0.022120,0.017608,0.015303,0.031332
84788,20120430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120628,,,,,1,6,70,55,185.50000,231.89999,231.89999,1167696,0.145129,231.89999,231.91000,450526,1,1,231.89999,,20120430,0.145129,-0.006806,-0.008024,-0.009106,-0.010235,-0.007497
84788,20120531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,69,55,209.23000,230.25000,212.91000,978741,-0.081889,212.75000,212.89000,450526,1,1,212.91000,,20120531,-0.081889,-0.065574,-0.067986,-0.068434,-0.070404,-0.062651
84788,20120629,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120712,,,,,1,6,68,55,208.22000,228.35001,228.35001,694167,0.072519,228.34000,228.35001,452000,1,1,228.35001,,20120629,0.072519,0.038189,0.036089,0.034188,0.031622,0.039555
84788,20120731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20120927,,,,,1,6,66,55,215.36000,237.32001,233.30000,811847,0.021677,233.25000,233.25999,452065,1,1,233.30000,,20120731,0.021677,0.010284,0.009031,-0.003281,-0.004484,0.012598
84788,20120831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,65,55,230.81000,248.27000,248.27000,632852,0.064166,248.23000,248.28999,452065,1,1,248.27000,,20120831,0.064166,0.026278,0.023678,0.024820,0.022964,0.019763
84788,20120928,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20121011,,,,,1,6,66,55,246.22000,261.67999,254.32001,669884,0.024369,254.32001,254.49001,453000,1,1,254.32001,,20120928,0.024369,0.026554,0.024613,0.034925,0.032690,0.024236
84788,20121031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454110,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20121230,,,,,1,6,63,55,222.92000,260.47000,232.89310,854023,-0.084252,233.00999,233.08000,452959,1,1,232.89310,,20121031,-0.084252,-0.014104,-0.015553,-0.013477,-0.014781,-0.019789
